Opening Name,Line
Blumenfeld Countergambit,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5
Bogo-Indian Defense: Vītoliņš Variation,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 c5
Neo-Grünfeld Defense with 3...d5,1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 d5
Giuoco Piano Game: Evans Gambit Accepted,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4
"Ruy López Opening: Morphy Defense, Cozio Defense",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nge7
Queen's Gambit Accepted: Janowski-Larsen Variation,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Bg4
"Slav Defense: Modern, Schlechter Variation",1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 c6
"Slav Defense: Modern, Schlechter Variation",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 g6
"English Opening: Neo-Catalan, Semi-Slav Defense",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c6
Bogo-Indian Defense: Exchange Variation,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Bxd2+
"French Defense: Winawer, Advance, Petrosian Variation",1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Qd7
Scandinavian Defense: Modern Variation,1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.Nf3 g6
"Nimzo-Indian Defense: Classical, Zürich Variation",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 Nc6
King's Indian Defense: Pterodactyl Defense,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 c5
"Ruy López Opening: Berlin, Beverwijk Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Bc5
"Ruy López Opening: Morphy Defense, Caro Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 b5
"Scotch Game: Scotch Gambit, Haxo Gambit",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5
"King's Indian Defense: Fianchetto, Yugoslav System",1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 d6
Scotch Game: Malaniuk Variation,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bb4+
Queen's Pawn Opening: Horwitz Defense,1.c4 c5 2.Nf3 Nf6 3.d4 cxd4 4.Nxd4 e6
"Ruy López Opening: Morphy Defense, Deferred Classical Defense",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Bc5
"Center Game Accepted: Paulsen, Berger Variation",1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 Nf6
Queen's Pawn Opening: Benoni Defense,1.d4 e6 2.c4 c5 3.d5 exd5 4.cxd5 d6
"Grünfeld Defense: Schlechter, Makogonov Variation",1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7
Tarrasch Defense: Schara Gambit,1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 cxd4
Giuoco Piano Game: Four Knights Game,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.Nc3 Nf6
"English Opening: Agincourt, Romanishin Variation, Romanishin Gambit",1.c4 e6 2.Nf3 Nf6 3.g3 a6 4.Bg2 b5
"English Opening: Agincourt, Romanishin Variation, Romanishin Gambit",1.c4 Nf6 2.Nf3 e6 3.g3 a6 4.Bg2 b5
"King's Gambit Accepted: Modern, Abbazia Defense",1.e4 e5 2.f4 exf4 3.Nf3 d5 4.exd5 Nf6
Sicilian Defense: Kveinis Variation,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Qb6
"Scandinavian Defense: Modern, Marshall, Gipslis Variation",1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.Nf3 Bg4
"English Opening: Anglo-Indian, King's Knight, Queen's Indian Formation",1.c4 Nf6 2.Nf3 g6 3.g3 b6 4.Bg2 Bb7
"Dutch Defense: Queen's Knight, Ozols Variation",1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.Nf3 Bg7
Semi-Slav Defense: Main Line,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3
King's Indian Defense: Standard Development,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2
King's Indian Defense: Sämisch Variation,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3
"Sicilian Defense: Kan, Knight Variation",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3
"Sicilian Defense: Kan, Modern Variation",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3
"Slav Defense: Modern, Alapin Variation",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4
"Queen's Gambit Declined: Exchange, Positional Line",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5
"French Defense: Advance, Paulsen Attack",1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3
Semi-Slav Defense: Anti-Meran Gambit,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5
"Giuoco Piano Game: Main Line, Giuoco Pianissimo Variation",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3
"Sicilian Defense: Open, Accelerated Dragon, Maróczy Bind Formation",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4
"Sicilian Defense: Open, Accelerated Dragon, Modern Variation",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.Nc3
Nimzo-Indian Defense: Bishop Attack,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3
"Queen's Indian Defense: Kasparov Variation, Petrosian Variation",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3
"Queen's Gambit Declined: Three Knights, Harrwitz Attack",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4
Benko Gambit Fully-Accepted,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6
"Ruy López Opening: Morphy Defense, Exchange, Normal Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O
Petrov's Defense: Classical Attack,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4
"Pirc Defense: Classical, Quiet System",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2
"Ruy López Opening: Morphy Defense, Anderssen Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d3
"Queen's Indian Defense: Fianchetto, Nimzowitsch Variation, Quiet Line",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3
King's Indian Defense: Makogonov Variation,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.h3
"Sicilian Defense: Kan, Maróczy Bind Formation",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4
Alekhine's Defense: Exchange Variation,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.exd6
Nimzo-Indian Defense: Reshevsky Variation,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Ne2
Tarrasch Defense: Two Knights Variation,1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3
King's Indian Defense: Four Pawns Attack,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4
French Defense: Main Line,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5
"Petrov's Defense: Classical, Nimzowitsch Attack",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Nc3
Grünfeld Defense: Petrosian System,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bg5
"Sicilian Defense: Open, Prins Variation",1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.f3
Grünfeld Defense: Russian Variation,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3
"Sicilian Defense: Canal, Main Line, Sokolsky Variation",1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.c4
"Queen's Gambit Declined: Semi-Tarrasch, Main Line",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5
"Sicilian Defense: Taimanov, Szén Variation",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5
"French Defense: Classical, MacCutcheon, Advance Variation",1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5
Giuoco Piano Game: Center Attack,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4
"Scotch Game: Scotch Gambit, Dubois Réti, Advance Variation",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Nf6 5.e5
"Nimzo-Indian Defense: St. Petersburg, Fischer Variation",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 b6 5.Ne2
Grünfeld Defense: Burille Variation,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3
Nimzo-Indian Defense: Sämisch Variation,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.a3 Bxc3+ 5.bxc3
"Ruy López Opening: Morphy Defense, Wormald Attack",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.Qe2
Benko Gambit Half-Accepted: Pawn Return Variation,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.b6
"Nimzo-Indian Defense: Hübner, Rubinstein Variation",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Ne2
English Opening: Anglo-Dutch Defense,1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3
"Pirc Defense: Classical, Schlechter Variation",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.h3
"Giuoco Piano Game: Giuoco Pianissimo, Italian Four Knights Variation",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.Nc3
"French Defense: Tarrasch, Closed, Pawn Center Variation",1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.f4
"Slav Defense: Modern, Chameleon, Advance System",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 a6 5.c5
"Scotch Game: Classical, Potter Variation",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nb3
Grünfeld Defense: Hungarian Attack,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4
Alekhine's Defense: Four Pawns Attack,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.f4
"Ruy López Opening: Morphy Defense, Mackenzie Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d4
"Scotch Game: Dubois Réti, Scotch Gambit",1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 5.O-O
"Petrov's Defense: Classical, Cozio Attack",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Qe2
Benko Gambit Half-Accepted: Modern Variation,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.e3
"Queen's Gambit Declined: Semi-Slav Defense, Quiet Variation",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.e3 c6 5.Nbd2
"Queen's Indian Defense: Fianchetto, Nimzowitsch Variation, Nimzowitsch Attack",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.Qa4
King's Indian Defense: Kramer Variation,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nge2
"Queen's Gambit Declined: Three Knights, Vienna, Quiet Variation",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 dxc4 5.e3
"Queen's Gambit Declined: Ragozin, Alekhine Variation",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Qa4+
"French Defense: Winawer, Advance, Bogoljubov Variation",1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Bd2
"King's Indian Defense: Normal, Fianchetto Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3
"English Opening: Fianchetto, Ultra-Symmetrical, Botvinnik System",1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.e4
"King's Indian Defense: Normal, Smyslov Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.Bg5
"English Opening: Anglo-Indian, Anglo-Grünfeld, Stein Attack",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 g6 5.Qa4+
"Ruy López Opening: Morphy Defense, Exchange, Keres Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.Nc3
"Pirc Defense: Main Line, 150 Attack",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.Qd2
Colle System: Rubinstein Opening,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3
"Ruy López Opening: Morphy Defense, Tarrasch Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.Nc3
Benko Gambit Half-Accepted: Dlugy Variation,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.f3
"English Opening: Agincourt, Wimpey System",1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 5.e3
Blumenfeld Countergambit: Duz-Khotimirsky Variation,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.Bg5
King's Indian Defense: Accelerated Averbakh Variation,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Bg5
"Slav Defense: Modern, Geller Gambit",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.e4
"English Opening: Reversed Sicilian, Taimanov, Hungarian Attack",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.Rb1
Benko Gambit Half-Accepted: Zaitsev System,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3
"King's Indian Attack: French, Reversed Grünfeld Variation",1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.d4 e6 5.O-O
"Queen's Gambit Declined: Albin, Fianchetto Variation",1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3
"Petrov's Defense: Classical, French Attack",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d3
Colle System: Traditional Line,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.c3
"Ruy López Opening: Berlin, Beverwijk, Zukertort Gambit",1.e4 e5 2.Nf3 Nc6 3.Bb5 Bc5 4.O-O Nf6 5.c3
"Sicilian Defense: Open, Najdorf Variation",1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6
"Sicilian Defense: Open, Classical Variation",1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6
"Ruy López Opening: Morphy Defense, Closed",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7
"Sicilian Defense: Taimanov, Bastrikov Variation",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7
"Sicilian Defense: Open, Dragon Variation",1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6
"Semi-Slav Defense: Main Line, Normal Variation",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7
"Sicilian Defense: Open, Pelikán and Sveshnikov Variations",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5
"Sicilian Defense: Open, Scheveningen Variation",1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6
"King's Indian Defense: Sämisch, Normal Defense",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O
Sicilian Defense: Four Knights Variation,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6
"Slav Defense: Modern, Alapin Variation, Czech Variation",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5
"Nimzo-Indian Defense: Bishop Attack, Classical Defense",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3 d5
"Sicilian Defense: Open, Löwenthal, Kalashnikov Variation",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 d6
Queen's Gambit Accepted: Classical Defense,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5
"Ruy López Opening: Morphy Defense, Open",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4
"Queen's Indian Defense: Kasparov Variation, Petrosian Variation",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5
Caro-Kann Defense: Tartakower Variation,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6
"French Defense: Advance, Paulsen, Euwe Variation",1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7
"Ruy López Opening: Berlin, l'Hermet Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.d4 Nd6
"Sicilian Defense: Kan, Modern, Polugaevsky Variation",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Bc5
"Caro-Kann Defense: Panov, Modern Defense",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6
"Queen's Indian Defense: Fianchetto, Nimzowitsch Variation, Quiet, Check Variation",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3 Bb4+
"Sicilian Defense: Kan, Knight Variation, Wing Attack",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5
Tarrasch Defense: Symmetrical Variation,1.d4 d5 2.c4 e6 3.Nc3 c5 4.e3 Nf6 5.Nf3 Nc6
"French Defense: Rubinstein, Fort Knox Variation",1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bd7 5.Nf3 Bc6
Semi-Slav Defense Accepted,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4
"Italian Game: Knight Attack, Polerio Defense",1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5
"Queen's Indian Defense: Fianchetto, Capablanca Variation",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+
"English Opening: Two Knights, Fianchetto, Ultra-Symmetrical, Reversed Botvinnik System",1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.Nf3 e5
"Ruy López Opening: Morphy Defense, Exchange, Gligorić Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O f6
"Alapin Sicilian Defense: Barmen, Modern Line",1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 Bg4
"French Defense: Tarrasch, Open, Delayed Exchange, Main Line",1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5 5.Ngf3 Nc6
"Caro-Kann Defense: Panov, Fianchetto Defense",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6
Caro-Kann Defense: Bronstein-Larsen Variation,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6
"Réti Opening: King's Indian Attack, Symmetrical Defense",1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.O-O O-O 5.d3 d5
"French Defense: Advance, Wade Variation",1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Qb6 5.Nf3 Bd7
"English Opening: Symmetrical, Double Fianchetto Defense",1.c4 c5 2.Nf3 Nf6 3.g3 b6 4.Bg2 Bb7 5.O-O g6
Queen's Gambit Declined: Ragozin Defense,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5
"Pirc Defense: Main Line, Austrian, Dragon Formation",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 c5
"Nimzo-Indian Defense: Classical, Berlin, Pirc Variation",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 c5 5.dxc5 O-O
"Scotch Game: Classical, Intermezzo Variation",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nxc6 Qf6
Neo-Grünfeld Defense: Exchange Variation,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.cxd5 Nxd5
Semi-Slav Defense: Main Line,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 a6
"Ruy López Opening: Morphy Defense, Mackenzie, Center Attack",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d4 exd4
"French Defense: Winawer, Advance, Retreat Variation",1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Ba5
"English Opening: Symmetrical, Fianchetto, Rubinstein Variation",1.c4 c5 2.Nc3 Nf6 3.g3 d5 4.cxd5 Nxd5 5.Bg2 Nc7
"Ruy López Opening: Morphy Defense, Deferred Steinitz Defense",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O d6
"English Opening: Reversed Sicilian, Taimanov, Full Symmetry Line",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6
"Ruy López Opening: Morphy Defense, Neo-Arkhangelsk Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Bc5
"Queen's Pawn Opening: Torre, Grünfeld, Main Line",1.d4 d5 2.Nf3 Nf6 3.Bg5 g6 4.e3 Bg7 5.Nbd2 O-O
"Scandinavian Defense: Mieses-Kotrč, Gubinsky-Melts, Bronstein Variation",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.d4 Nf6 5.Nf3 a6
"Grünfeld Defense: Brinckmann, Grünfeld Gambit",1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O
"Queen's Indian Defense: Petrosian Variation, Farago Defense",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Ba6 5.Qc2 Bb7
"Alekhine's Defense: Modern, Main Line, Flohr Variation",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.Be2 c6
"Ruy López Opening: Morphy Defense, Exchange, Bronstein Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O Qd6
"Nimzo-Indian Defense: St. Petersburg, Fischer, Normal Line, Bronstein Variation",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 b6 5.Ne2 Ba6
"Sicilian Defense: Open, Kupreichik Variation",1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bd7
"Giuoco Piano Game: Evans Accepted, Main Line",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5
"Slav Defense: Modern, Alapin Variation, Soultanbéieff Variation",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 e6
Nimzo-Indian Defense: Deferred Hübner Variation,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 c5
"King's Indian Attack: Double Fianchetto, Pachman System",1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.O-O e5 5.d3 Ne7
"Sicilian Defense: Kan, Modern, Swiss Cheese Variation",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 g6
"Ruy López Opening: Jaenisch, Dyckhoff, Tartakower Variation",1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.Nc3 fxe4 5.Nxe4 Nf6
Caro-Kann Defense: Gurgenidze System,1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.f4 d5 5.e5 h5
Sicilian Defense: Pin Variation,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bb4
"Slav Defense: Modern, Alapin Variation, Steiner Variation",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bg4
"French Defense: Winawer, Alekhine-Maróczy Gambit Accepted",1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Ne2 dxe4 5.a3 Bxc3+
King's Indian Defense: Orthodox Variation,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2
